success,rt,trial_type,trial_index,plugin_version,time_elapsed,random_id,stimulus,response,task,word,condition,list,question_order,correct_answer,correct,file_name
NA,1014,html-keyboard-response,82,2.0.0,630347,pap1wkm8ouu,<h1>Pin</h1>,n,speed_game,Pin,NA,NA,NA,s,FALSE,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pap1wkm8ouu_1772139051740.csv
NA,null,html-keyboard-response,83,2.0.0,631154,pap1wkm8ouu,<h2 style='color:red;'>Wrong </h2>,null,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pap1wkm8ouu_1772139051740.csv
NA,757,html-keyboard-response,84,2.0.0,631914,pap1wkm8ouu,<h1>Bed</h1>,n,speed_game,Bed,NA,NA,NA,s,FALSE,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pap1wkm8ouu_1772139051740.csv
NA,null,html-keyboard-response,85,2.0.0,632720,pap1wkm8ouu,<h2 style='color:red;'>Wrong </h2>,null,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pap1wkm8ouu_1772139051740.csv
NA,1792,html-keyboard-response,86,2.0.0,634516,pap1wkm8ouu,<h1>Tired</h1>,n,speed_game,Tired,NA,NA,NA,s,FALSE,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pap1wkm8ouu_1772139051740.csv
NA,null,html-keyboard-response,87,2.0.0,635321,pap1wkm8ouu,<h2 style='color:red;'>Wrong </h2>,null,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pap1wkm8ouu_1772139051740.csv
NA,1205,html-keyboard-response,88,2.0.0,636529,pap1wkm8ouu,<h1>Sugar</h1>,s,speed_game,Sugar,NA,NA,NA,s,TRUE,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pap1wkm8ouu_1772139051740.csv
NA,null,html-keyboard-response,89,2.0.0,637339,pap1wkm8ouu,<h2 style='color:green;'>Correct! </h2>,null,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pap1wkm8ouu_1772139051740.csv
NA,853,html-keyboard-response,90,2.0.0,638195,pap1wkm8ouu,<h1>Click N</h1>,n,speed_attention_check,NA,NA,NA,NA,NA,TRUE,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pap1wkm8ouu_1772139051740.csv
NA,1826,html-keyboard-response,91,2.0.0,640024,pap1wkm8ouu,<h1>Hill</h1>,n,speed_game,Hill,NA,NA,NA,s,FALSE,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pap1wkm8ouu_1772139051740.csv
NA,null,html-keyboard-response,92,2.0.0,640832,pap1wkm8ouu,<h2 style='color:red;'>Wrong </h2>,null,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pap1wkm8ouu_1772139051740.csv
NA,1022,html-keyboard-response,93,2.0.0,641859,pap1wkm8ouu,<h1>Needle</h1>,n,speed_game,Needle,NA,NA,NA,n,TRUE,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pap1wkm8ouu_1772139051740.csv
NA,null,html-keyboard-response,94,2.0.0,642666,pap1wkm8ouu,<h2 style='color:green;'>Correct! </h2>,null,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pap1wkm8ouu_1772139051740.csv
NA,1049,html-keyboard-response,95,2.0.0,643717,pap1wkm8ouu,<h1>Table</h1>,s,speed_game,Table,NA,NA,NA,s,TRUE,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pap1wkm8ouu_1772139051740.csv
NA,null,html-keyboard-response,96,2.0.0,644534,pap1wkm8ouu,<h2 style='color:green;'>Correct! </h2>,null,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pap1wkm8ouu_1772139051740.csv
NA,763,html-keyboard-response,97,2.0.0,645302,pap1wkm8ouu,<h1>Sour</h1>,s,speed_game,Sour,NA,NA,NA,s,TRUE,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pap1wkm8ouu_1772139051740.csv
NA,null,html-keyboard-response,98,2.0.0,646119,pap1wkm8ouu,<h2 style='color:green;'>Correct! </h2>,null,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pap1wkm8ouu_1772139051740.csv
NA,4010,html-keyboard-response,99,2.0.0,650136,pap1wkm8ouu,"
      <h2>Game Results</h2>
      <p>Accuracy: 61%</p>
      <p>Average RT: 1390 ms</p>
      <p>Press any key to continue.</p>
",m,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pap1wkm8ouu_1772139051740.csv
NA,93690,survey-text,100,2.0.0,743844,pap1wkm8ouu,NA,"{""Q0"":""This experiment was about recalling words that were related/similar in meaning to those in a list."",""Q1"":""I felt really tired because I had to expand my working-memory capacity"",""Q2"":""They were moderately challenging because I do not regularly train my working memory."",""Q3"":""No technical issues"",""Q4"":""Some of the experiments already gave me the answer""}",NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pap1wkm8ouu_1772139051740.csv
TRUE,35046,fullscreen,0,2.1.0,36072,paz6h3xv1n0,NA,NA,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/paz6h3xv1n0_1772141261845.csv
NA,2534,html-keyboard-response,1,2.0.0,38612,paz6h3xv1n0,Welcome to the False Recall experiment. <p>Press any key to begin.</p>,NA,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/paz6h3xv1n0_1772141261845.csv
NA,1918,survey-text,2,2.0.0,40547,paz6h3xv1n0,NA,"{""participant_id"":""lamb""}",NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/paz6h3xv1n0_1772141261845.csv
NA,5333,html-keyboard-response,3,2.0.0,45881,paz6h3xv1n0,"<p>Listen to the following words. Do your best to memorize as many words as accurately as possible.<p>
      <p>The first trial will begin after this screen<p>
        <p> Press any key to continue<p> 
",NA,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/paz6h3xv1n0_1772141261845.csv
NA,null,audio-keyboard-response,4,2.1.1,71470,paz6h3xv1n0,stimuli/Cogs 119 List 1.wav,null,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/paz6h3xv1n0_1772141261845.csv
NA,22430,survey-text,5,2.0.0,94911,paz6h3xv1n0,NA,"{""Q0"":"""",""Q1"":"""",""Q2"":"""",""Q3"":"""",""Q4"":"""",""Q5"":"""",""Q6"":"""",""Q7"":"""",""Q8"":"""",""Q9"":"""",""Q10"":""sitting"",""Q11"":""chair"",""Q12"":""stool"",""Q13"":""rocking"",""Q14"":""bench""}",free_recall,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/paz6h3xv1n0_1772141261845.csv
NA,null,audio-keyboard-response,6,2.1.1,121160,paz6h3xv1n0,stimuli/Cogs 119 List 4.wav,null,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/paz6h3xv1n0_1772141261845.csv
NA,14407,survey-text,7,2.0.0,136577,paz6h3xv1n0,NA,"{""Q0"":""smooth"",""Q1"":""bumpy"",""Q2"":""road"",""Q3"":"""",""Q4"":"""",""Q5"":"""",""Q6"":"""",""Q7"":"""",""Q8"":"""",""Q9"":"""",""Q10"":"""",""Q11"":"""",""Q12"":"""",""Q13"":""sand"",""Q14"":""gravel""}",free_recall,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/paz6h3xv1n0_1772141261845.csv
NA,null,audio-keyboard-response,8,2.1.1,162166,paz6h3xv1n0,stimuli/Cogs 119 List 2.wav,null,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/paz6h3xv1n0_1772141261845.csv
NA,10118,survey-text,9,2.0.0,173292,paz6h3xv1n0,NA,"{""Q0"":"""",""Q1"":"""",""Q2"":"""",""Q3"":"""",""Q4"":"""",""Q5"":"""",""Q6"":"""",""Q7"":"""",""Q8"":"""",""Q9"":"""",""Q10"":""bike"",""Q11"":""climber"",""Q12"":""range"",""Q13"":""steep"",""Q14"":""ski""}",free_recall,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/paz6h3xv1n0_1772141261845.csv
NA,null,audio-keyboard-response,10,2.1.1,199005,paz6h3xv1n0,stimuli/Cogs 119 List 5.wav,null,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/paz6h3xv1n0_1772141261845.csv
NA,18964,survey-text,11,2.0.0,218976,paz6h3xv1n0,NA,"{""Q0"":""bed"",""Q1"":""wake"",""Q2"":"""",""Q3"":"""",""Q4"":"""",""Q5"":"""",""Q6"":"""",""Q7"":"""",""Q8"":"""",""Q9"":"""",""Q10"":"""",""Q11"":""nap"",""Q12"":""peace"",""Q13"":""yawn"",""Q14"":""drowsy""}",free_recall,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/paz6h3xv1n0_1772141261845.csv
NA,null,audio-keyboard-response,12,2.1.1,244470,paz6h3xv1n0,stimuli/Cogs 119 List 3.wav,null,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/paz6h3xv1n0_1772141261845.csv
NA,13359,survey-text,13,2.0.0,258843,paz6h3xv1n0,NA,"{""Q0"":"""",""Q1"":"""",""Q2"":"""",""Q3"":"""",""Q4"":"""",""Q5"":"""",""Q6"":"""",""Q7"":"""",""Q8"":"""",""Q9"":""thorn"",""Q10"":""hurt"",""Q11"":""syringe"",""Q12"":""cloth"",""Q13"":""hurt"",""Q14"":""knitting""}",free_recall,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/paz6h3xv1n0_1772141261845.csv
NA,null,audio-keyboard-response,14,2.1.1,284622,paz6h3xv1n0,stimuli/Cogs 119 List 6.wav,null,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/paz6h3xv1n0_1772141261845.csv
NA,11848,survey-text,15,2.0.0,297478,paz6h3xv1n0,NA,"{""Q0"":"""",""Q1"":"""",""Q2"":"""",""Q3"":"""",""Q4"":"""",""Q5"":"""",""Q6"":"""",""Q7"":"""",""Q8"":"""",""Q9"":""chocolate"",""Q10"":""heart"",""Q11"":""cake"",""Q12"":""tart"",""Q13"":""pie"",""Q14"":""""}",free_recall,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/paz6h3xv1n0_1772141261845.csv
NA,4806,html-keyboard-response,16,2.0.0,302285,paz6h3xv1n0,"<p>You will now receive another test.<p> 
      <p>Here you will be shown a series of words that you may have seen previously.<p> 
      <p>Your task is to rate your confidence of seeing these words on a 4 point scale<p>
      <p>Definitely new<p> 
      <p>Maybe new<p>
      <p>Maybe seen before<p>
      <p>Definitely seen before<p>
      <p>Press any key to continue<p> 
",NA,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/paz6h3xv1n0_1772141261845.csv
NA,3436,survey-likert,17,2.0.0,305726,paz6h3xv1n0,NA,"{""Q0"":3}",recognition,Table,studied,1,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/paz6h3xv1n0_1772141261845.csv
NA,8446,survey-likert,18,2.0.0,314175,paz6h3xv1n0,NA,"{""Q0"":0}",recognition,Ball,unrelated,1,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/paz6h3xv1n0_1772141261845.csv
NA,2082,survey-likert,19,2.0.0,316260,paz6h3xv1n0,NA,"{""Q0"":3}",recognition,Chair,critical,1,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/paz6h3xv1n0_1772141261845.csv
NA,2146,survey-likert,20,2.0.0,318409,paz6h3xv1n0,NA,"{""Q0"":0}",recognition,Floor,weakly related,1,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/paz6h3xv1n0_1772141261845.csv
NA,1747,survey-likert,21,2.0.0,320158,paz6h3xv1n0,NA,"{""Q0"":3}",recognition,Cushion,weakly related,1,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/paz6h3xv1n0_1772141261845.csv
NA,1698,survey-likert,22,2.0.0,321859,paz6h3xv1n0,NA,"{""Q0"":0}",recognition,Shoe,unrelated,1,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/paz6h3xv1n0_1772141261845.csv
NA,1498,survey-likert,23,2.0.0,323359,paz6h3xv1n0,NA,"{""Q0"":3}",recognition,Couch,studied,1,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/paz6h3xv1n0_1772141261845.csv
NA,1362,survey-likert,24,2.0.0,324724,paz6h3xv1n0,NA,"{""Q0"":3}",recognition,Smooth,studied,4,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/paz6h3xv1n0_1772141261845.csv
NA,2333,survey-likert,25,2.0.0,327060,paz6h3xv1n0,NA,"{""Q0"":0}",recognition,Project,unrelated,4,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/paz6h3xv1n0_1772141261845.csv
NA,1380,survey-likert,26,2.0.0,328443,paz6h3xv1n0,NA,"{""Q0"":0}",recognition,Rough,critical,4,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/paz6h3xv1n0_1772141261845.csv
NA,1214,survey-likert,27,2.0.0,329658,paz6h3xv1n0,NA,"{""Q0"":0}",recognition,Spike,weakly related,4,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/paz6h3xv1n0_1772141261845.csv
NA,1247,survey-likert,28,2.0.0,330908,paz6h3xv1n0,NA,"{""Q0"":0}",recognition,Touch,studied,4,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/paz6h3xv1n0_1772141261845.csv
NA,1598,survey-likert,29,2.0.0,332509,paz6h3xv1n0,NA,"{""Q0"":0}",recognition,Chalk,weakly related,4,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/paz6h3xv1n0_1772141261845.csv
NA,1147,survey-likert,30,2.0.0,333658,paz6h3xv1n0,NA,"{""Q0"":0}",recognition,Key,unrelated,4,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/paz6h3xv1n0_1772141261845.csv
NA,2014,survey-likert,31,2.0.0,335675,paz6h3xv1n0,NA,"{""Q0"":3}",recognition,Hike,weakly related,2,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/paz6h3xv1n0_1772141261845.csv
NA,1614,survey-likert,32,2.0.0,337291,paz6h3xv1n0,NA,"{""Q0"":0}",recognition,Snow,weakly related,2,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/paz6h3xv1n0_1772141261845.csv
NA,1432,survey-likert,33,2.0.0,338726,paz6h3xv1n0,NA,"{""Q0"":0}",recognition,Draw,unrelated,2,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/paz6h3xv1n0_1772141261845.csv
NA,1914,survey-likert,34,2.0.0,340643,paz6h3xv1n0,NA,"{""Q0"":0}",recognition,Car,unrelated,2,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/paz6h3xv1n0_1772141261845.csv
NA,2231,survey-likert,35,2.0.0,342877,paz6h3xv1n0,NA,"{""Q0"":3}",recognition,Hill,studied,2,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/paz6h3xv1n0_1772141261845.csv
NA,1280,survey-likert,36,2.0.0,344159,paz6h3xv1n0,NA,"{""Q0"":3}",recognition,Mountain,critical,2,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/paz6h3xv1n0_1772141261845.csv
NA,1181,survey-likert,37,2.0.0,345343,paz6h3xv1n0,NA,"{""Q0"":3}",recognition,Peak,studied,2,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/paz6h3xv1n0_1772141261845.csv
NA,1514,survey-likert,38,2.0.0,346859,paz6h3xv1n0,NA,"{""Q0"":0}",recognition,Fish,unrelated,5,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/paz6h3xv1n0_1772141261845.csv
NA,1464,survey-likert,39,2.0.0,348326,paz6h3xv1n0,NA,"{""Q0"":3}",recognition,Sleep,critical,5,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/paz6h3xv1n0_1772141261845.csv
NA,2364,survey-likert,40,2.0.0,350692,paz6h3xv1n0,NA,"{""Q0"":0}",recognition,Tired,studied,5,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/paz6h3xv1n0_1772141261845.csv
NA,1481,survey-likert,41,2.0.0,352176,paz6h3xv1n0,NA,"{""Q0"":3}",recognition,Bed,studied,5,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/paz6h3xv1n0_1772141261845.csv
NA,1780,survey-likert,42,2.0.0,353959,paz6h3xv1n0,NA,"{""Q0"":0}",recognition,Coma,weakly related,5,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/paz6h3xv1n0_1772141261845.csv
NA,1630,survey-likert,43,2.0.0,355592,paz6h3xv1n0,NA,"{""Q0"":0}",recognition,Chess,unrelated,5,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/paz6h3xv1n0_1772141261845.csv
NA,2281,survey-likert,44,2.0.0,357876,paz6h3xv1n0,NA,"{""Q0"":3}",recognition,Calm,weakly related,5,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/paz6h3xv1n0_1772141261845.csv
NA,2079,survey-likert,45,2.0.0,359958,paz6h3xv1n0,NA,"{""Q0"":0}",recognition,Fast,unrelated,3,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/paz6h3xv1n0_1772141261845.csv
NA,1382,survey-likert,46,2.0.0,361342,paz6h3xv1n0,NA,"{""Q0"":3}",recognition,Splinter,weakly related,3,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/paz6h3xv1n0_1772141261845.csv
NA,2231,survey-likert,47,2.0.0,363577,paz6h3xv1n0,NA,"{""Q0"":0}",recognition,Stop,unrelated,3,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/paz6h3xv1n0_1772141261845.csv
NA,1396,survey-likert,48,2.0.0,364975,paz6h3xv1n0,NA,"{""Q0"":3}",recognition,Thread,studied,3,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/paz6h3xv1n0_1772141261845.csv
NA,1780,survey-likert,49,2.0.0,366758,paz6h3xv1n0,NA,"{""Q0"":3}",recognition,Stitch,weakly related,3,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/paz6h3xv1n0_1772141261845.csv
NA,1131,survey-likert,50,2.0.0,367891,paz6h3xv1n0,NA,"{""Q0"":3}",recognition,Needle,critical,3,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/paz6h3xv1n0_1772141261845.csv
NA,1049,survey-likert,51,2.0.0,368943,paz6h3xv1n0,NA,"{""Q0"":3}",recognition,Pin,studied,3,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/paz6h3xv1n0_1772141261845.csv
NA,2931,survey-likert,52,2.0.0,371875,paz6h3xv1n0,NA,"{""Q0"":0}",recognition,Click: Definitely New,attention_check,none,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/paz6h3xv1n0_1772141261845.csv
NA,1632,survey-likert,53,2.0.0,373509,paz6h3xv1n0,NA,"{""Q0"":3}",recognition,Sugar,studied,6,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/paz6h3xv1n0_1772141261845.csv
NA,1131,survey-likert,54,2.0.0,374642,paz6h3xv1n0,NA,"{""Q0"":3}",recognition,Sweet,critical,6,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/paz6h3xv1n0_1772141261845.csv
NA,1864,survey-likert,55,2.0.0,376509,paz6h3xv1n0,NA,"{""Q0"":0}",recognition,Salty,weakly related,6,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/paz6h3xv1n0_1772141261845.csv
NA,1397,survey-likert,56,2.0.0,377908,paz6h3xv1n0,NA,"{""Q0"":3}",recognition,Sour,studied,6,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/paz6h3xv1n0_1772141261845.csv
NA,1397,survey-likert,57,2.0.0,379308,paz6h3xv1n0,NA,"{""Q0"":0}",recognition,Cherry,weakly related,6,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/paz6h3xv1n0_1772141261845.csv
NA,1564,survey-likert,58,2.0.0,380875,paz6h3xv1n0,NA,"{""Q0"":0}",recognition,Door,unrelated,6,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/paz6h3xv1n0_1772141261845.csv
NA,1098,survey-likert,59,2.0.0,381975,paz6h3xv1n0,NA,"{""Q0"":0}",recognition,Ghost,unrelated,6,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/paz6h3xv1n0_1772141261845.csv
NA,8363,survey-likert,60,2.0.0,390343,paz6h3xv1n0,NA,"{""Q0"":0,""Q1"":0,""Q2"":0,""Q3"":1,""Q4"":0,""Q5"":0}",NA,NA,NA,NA,"[0,1,2,3,4,5]",NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/paz6h3xv1n0_1772141261845.csv
NA,3879,html-keyboard-response,61,2.0.0,394224,paz6h3xv1n0,"
    <h2>Speed Memory Game</h2>
    <p>Press <strong>S</strong> if the word was studied.</p>
    <p>Press <strong>N</strong> if it was NOT studied.</p>
    <p>Respond as quickly as possible. (Please note it may be case sensitive)</p>
    <p>Press any key to begin.</p>
",NA,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/paz6h3xv1n0_1772141261845.csv
NA,666,html-keyboard-response,62,2.0.0,394892,paz6h3xv1n0,<h1>Couch</h1>,s,speed_game,Couch,NA,NA,NA,s,TRUE,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/paz6h3xv1n0_1772141261845.csv
NA,null,html-keyboard-response,63,2.0.0,395696,paz6h3xv1n0,<h2 style='color:green;'>Correct! </h2>,null,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/paz6h3xv1n0_1772141261845.csv
NA,870,html-keyboard-response,64,2.0.0,396567,paz6h3xv1n0,<h1>Click N</h1>,n,speed_attention_check,NA,NA,NA,NA,NA,TRUE,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/paz6h3xv1n0_1772141261845.csv
NA,5012,html-keyboard-response,65,2.0.0,401581,paz6h3xv1n0,<h1>Touch</h1>,n,speed_game,Touch,NA,NA,NA,s,FALSE,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/paz6h3xv1n0_1772141261845.csv
NA,null,html-keyboard-response,66,2.0.0,402384,paz6h3xv1n0,<h2 style='color:red;'>Wrong </h2>,null,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/paz6h3xv1n0_1772141261845.csv
NA,3852,html-keyboard-response,67,2.0.0,406238,paz6h3xv1n0,<h1>Thread</h1>,s,speed_game,Thread,NA,NA,NA,s,TRUE,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/paz6h3xv1n0_1772141261845.csv
NA,null,html-keyboard-response,68,2.0.0,407041,paz6h3xv1n0,<h2 style='color:green;'>Correct! </h2>,null,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/paz6h3xv1n0_1772141261845.csv
NA,650,html-keyboard-response,69,2.0.0,407692,paz6h3xv1n0,<h1>Sweet</h1>,s,speed_game,Sweet,NA,NA,NA,n,FALSE,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/paz6h3xv1n0_1772141261845.csv
